yearmonth;client_type;tariff_type;system_zone;segment;tot_procured_volume;tot_delivery_volume;tot_hedged_volume;tot_open_volume;tot_generation_volume;tot_revenues;tot_hedged_cost;tot_open_cost;tot_generation_cost;tot_balancing_cost;tot_uplift_cost;tot_OPEX_cost;tot_total_cost;tot_margin;hpfc;unit_revenues;unit_hedged;unit_open_cost;unit_generation_cost;unit_balancing_cost;unit_uplift_cost;unit_OPEX_cost;unit_total_cost;unit_margin_cost;voltage;supply
2021-09;contracted;fixed;0;adhoc_SKLAVENITIS;700,36187916127597;674,85245631265195;977,958979658791;-277,59710049752402;0;45282,59981857900;58941,5877040355;-38659,474403579501;0;1364,08083805781007;8002,4401892983196;0;29648,634327812200;15633,9654907667009;134,7333611111110;64,6560030834453;60,2700000000002;139,2646909290190;0;1,94768001892304;11,4261504336611;0;42,3333068374855;22,322696245959701;MV;PPC
2021-09;contracted;fixed;0;adhoc_VASILOPOULOS;417,25427439235801;402,05653728305703;480,840637144459;-63,58636275210160;0;23134,33315526710;27667,5702612926;-8537,347332148431;0;812,67781304422897;4767,6101082952100;0;24710,510850483599;-1576,1776952165401;134,7333611111110;55,4442089034494;57,5400000000009;134,2638100787780;0;1,94768001892305;11,4261504336612;0;59,2217081214308;-3,777499217981440;MV;PPC
2021-09;contracted;fixed;1;adhoc_BIC;140,28795961739101;135,17822279571300;5036,360000000000;-4896,07204038259988;0;12301,21827440990;359042,1044000000;-664796,394145090017;0;273,23605584227602;1602,9513306197000;0;-303878,102358628996;316179,3206330370158;134,7333611111110;87,6854885334360;71,2900000000001;135,7815793276480;0;1,94768001892305;11,4261504336612;0;-2166,1025164768198;2253,788005010249890;MV;PPC
2021-09;contracted;fixed;1;adhoc_CROWN;3292,49019152500978;3172,56715313645009;3244,431140000000;48,05905152501190;0;199491,02258922000;180714,8144980000;8184,643117069930;0;6412,71735853341033;37620,4882297186996;0;232932,663203322008;-33441,6406141018015;134,7333611111110;60,5897089998072;55,7000000000000;170,3038836047420;0;1,94768001892305;11,4261504336612;0;70,7466536431601;-10,156944643352899;MV;PPC
2021-09;contracted;fixed;1;adhoc_GIOURIMAK;70,14397980869541;67,58911139785650;1445,995798400000;-1375,85181859130989;0;4866,41602064566;83332,7378617890;-186754,919598998007;0;136,61802792113801;801,4756653098470;0;-102484,088043978001;107350,5040646230045;134,7333611111110;69,3775293890923;57,6299999999979;135,7376696207090;0;1,94768001892306;11,4261504336612;0;-1461,0532268554500;1530,430756244539907;MV;PPC
2021-09;contracted;fixed;1;adhoc_LAMDA;351,67511677415899;338,86598263071699;0,000000000000;351,67511677415899;0;23212,31981020420;0,0000000000;48568,910847170999;0;684,95059809346299;4018,2927880369198;0;53272,154233301400;-30059,8344230971015;134,7333611111110;66,0050105993449;0,0000000000000;138,1073284134610;0;1,94768001892306;11,4261504336612;0;151,4811588660450;-85,476148266700207;MV;PPC
2021-09;contracted;fixed;1;adhoc_LAMDA_HELLIZ;93,57964946702710;90,17117890443910;1212,970000000010;-1119,39035053296993;0;6654,63300314761;71261,9875000012;-150889,466483875993;0;182,26321344475201;1069,2551523395300;0;-78375,960618090598;85030,5936212381057;134,7333611111110;71,1119676238195;58,7500000000007;134,7961114833920;0;1,94768001892305;11,4261504336612;0;-837,5321030210361;908,644070644854992;MV;PPC
2021-09;contracted;fixed;1;adhoc_MAILLIS;70,14397980869541;67,58911139785650;2076,799999999990;-2006,65602019130006;0;4765,03235354888;118066,0800000000;-268632,363422545022;0;136,61802792113801;801,4756653098470;0;-149628,189729314006;154393,2220828630088;134,7333611111110;67,9321641934862;56,8500000000002;133,8706588072510;0;1,94768001892306;11,4261504336612;0;-2133,1579721794701;2201,090136372949928;MV;PPC
2021-09;contracted;fixed;1;adhoc_NBG;2905,88358241907008;2800,04199500776986;5580,690000000010;-2674,80641758095999;0;197878,96778720000;368158,1193000080;-366498,660296973016;0;5659,73139079407974;33203,0629554265979;0;40522,253349251099;157356,7144379469974;134,7333611111120;68,0959722489882;65,9700000000014;137,0187606430330;0;1,94768001892302;11,4261504336612;0;13,9448990986478;54,151073150339897;MV;PPC
2021-09;contracted;fixed;1;adhoc_OTE_COSMOTE;339,81991213988999;327,44258252061400;0,000000000000;339,81991213988999;0;0,00000000000;0,0000000000;45963,796235854003;0;661,86045290705397;3882,8334364639300;0;50508,490125225100;-50508,4901252251002;134,7333611111110;0,0000000000000;0,0000000000000;135,2592787939180;0;1,94768001892306;11,4261504336612;0;148,6331092465020;-148,633109246501988;MV;PPC
